gene,evalue,hit,species,kTotal,kWithin,kOut,kDiff,behavioral_category,fire_ant_ortholog,honey_bee_ortholog,fpkm,ortholog,dN/dS
XLOC_000193,0,gi|332024839|gb|EGI65027.1| SH3 domain-binding protein 5-like protein,Acromyrmex echinatior,724.557686,260.6109525,463.9467335,-203.335781,all others,1,1,21.74333333,both,0.0431
XLOC_000195,1.27E-30,gi|307173015|gb|EFN64157.1| Protein kinase C iota type,Camponotus floridanus,500.0469924,311.6395187,188.4074738,123.2320449,all others,0,0,2.150416667,neither,NA
XLOC_000196,0,gi|332024837|gb|EGI65025.1| GRB2-related adapter protein,Acromyrmex echinatior,258.278478,103.3143541,154.9641239,-51.64976976,all others,1,1,2.36375,both,0.0776
XLOC_000199,NA,,,552.4763406,328.7028941,223.7734464,104.9294477,all others,0,0,9.8275,neither,NA
XLOC_000200,NA,,,402.167524,155.6059395,246.5615845,-90.95564498,nurse,0,0,39.28666667,neither,NA
XLOC_000202,0,gi|307195525|gb|EFN77411.1| Irregular chiasm C-roughest protein,Harpegnathos saltator,304.3135258,135.4476486,168.8658772,-33.41822864,all others,1,1,1.499166667,both,0.1008
XLOC_000205,NA,,,722.8006359,422.4266151,300.3740208,122.0525942,all others,0,0,13.16333333,neither,NA
XLOC_000206,4.84E-42,gi|332031267|gb|EGI70801.1| Cation-independent mannose-6-phosphate receptor,Acromyrmex echinatior,162.035102,58.40557255,103.6295294,-45.22395687,all others,0,0,7.295,neither,NA
XLOC_000207,0,gi|332021235|gb|EGI61620.1| Multidrug resistance-associated protein 7,Acromyrmex echinatior,1339.44627,951.3491524,388.0971172,563.2520352,forager,1,1,8.298333333,both,0.1007
XLOC_000208,0,gi|307166763|gb|EFN60725.1| Vacuolar protein sorting-associated protein 35,Camponotus floridanus,1394.60028,610.3322508,784.2680292,-173.9357784,all others,0,0,16.10041667,neither,NA
XLOC_000209,3.51E-157,gi|332021236|gb|EGI61621.1| Coiled-coil domain-containing protein 97,Acromyrmex echinatior,470.8855341,176.3809156,294.5046185,-118.1237029,all others,1,1,10.61083333,both,0.1644
XLOC_000211,NA,,,361.7873015,216.634592,145.1527095,71.48188254,all others,0,0,9.529583333,neither,NA
XLOC_000212,NA,,,348.7797658,197.5945533,151.1852125,46.40934073,all others,0,0,1.242083333,neither,NA
XLOC_000213,NA,,,123.034584,32.41151658,90.62306743,-58.21155084,all others,0,0,2.095416667,neither,NA
XLOC_000214,1.40E-35,gi|307212160|gb|EFN88014.1| Atrial natriuretic peptide receptor A,Harpegnathos saltator,810.9654892,451.8810351,359.0844541,92.79658105,all others,0,0,5.509166667,neither,NA
XLOC_000215,8.63E-73,gi|307177501|gb|EFN66615.1| Maltase 1,Camponotus floridanus,465.2722058,82.04430835,383.2278974,-301.1835891,all others,0,0,3693.325417,neither,NA
XLOC_000216,0,gi|307191751|gb|EFN75193.1| Uncharacterized protein KIAA0513,Harpegnathos saltator,472.328703,187.0963351,285.2323678,-98.1360327,all others,1,1,12.85583333,both,0.0474
XLOC_000220,NA,,,114.8862781,14.90910838,99.97716975,-85.06806137,all others,0,0,1.262916667,neither,NA
XLOC_000221,1.15E-177,gi|332020679|gb|EGI61085.1| Putative isocitrate dehydrogenase,NAD,237.9007472,122.298845,115.6019022,6.696942848,nurse,1,1,38.77708333,both,0.0292
XLOC_000222,1.76E-40,gi|332020680|gb|EGI61086.1| Nuclear nucleic acid-binding protein C1D,Acromyrmex echinatior,376.1497059,139.1620182,236.9876877,-97.82566956,all others,1,0,2.050833333,Sinv only,0.2892
XLOC_000223,0,gi|307180369|gb|EFN68395.1| Oxysterol-binding protein 1,Camponotus floridanus,1431.200578,603.370736,827.8298416,-224.4591056,all others,1,1,89.72583333,both,0.0771
XLOC_000225,2.03E-33,"gi|307177453|gb|EFN66580.1| DNA-directed RNA polymerases I, II, and III subunit RPABC3",Camponotus floridanus,119.8610328,33.93835844,85.92267434,-51.9843159,all others,1,0,9.907916667,Sinv only,0.5939
XLOC_000227,NA,,,531.2814113,279.7380115,251.5433998,28.19461164,all others,0,0,11.45708333,neither,NA
XLOC_000228,NA,,,460.7444966,245.6252442,215.1192524,30.50599173,all others,0,0,5.182916667,neither,NA
XLOC_000230,3.50E-167,gi|332025931|gb|EGI66087.1| Alkylated DNA repair protein alkB-like protein 1,Acromyrmex echinatior,175.2140005,54.91762001,120.2963805,-65.37876046,all others,1,1,10.38541667,both,0.2036
XLOC_000231,1.51E-106,gi|307202054|gb|EFN81600.1| Vacuolar proton pump subunit D 1,Harpegnathos saltator,201.7354986,82.461097,119.2744016,-36.81330465,all others,0,1,102.9695833,Amel only,NA
XLOC_000232,5.59E-47,gi|332025928|gb|EGI66084.1| Zinc finger protein 622,Acromyrmex echinatior,452.4530998,46.32506898,406.1280308,-359.8029619,nurse,1,1,9.60625,both,0.1706
XLOC_000233,NA,,,1291.594782,662.9834834,628.6112983,34.37218511,all others,0,0,4.19375,neither,NA
XLOC_000234,4.70E-76,gi|307187782|gb|EFN72748.1| Histone acetyltransferase MYST4,Camponotus floridanus,529.2273899,315.5668072,213.6605827,101.9062245,all others,0,0,6.376666667,neither,NA
XLOC_000236,0,gi|307173130|gb|EFN64230.1| Kin of IRRE-like protein 3,Camponotus floridanus,273.3446456,126.2301373,147.1145083,-20.884371,all others,1,1,1.860833333,both,0.0452
XLOC_000237,NA,,,382.2229371,196.7486571,185.47428,11.27437704,all others,0,0,18.8925,neither,NA
XLOC_000238,NA,,,334.7424658,38.40052987,296.3419359,-257.941406,nurse,0,0,18.07416667,neither,NA
XLOC_000240,NA,,,364.4106317,206.0353406,158.3752911,47.66004949,all others,0,0,3.422916667,neither,NA
XLOC_000241,4.11E-19,gi|332027978|gb|EGI68029.1| Ejaculatory bulb-specific protein 3,Acromyrmex echinatior,398.3792813,130.342042,268.0372394,-137.6951974,nurse,1,0,1.798333333,Sinv only,0.1449
XLOC_000242,NA,,,1128.720331,141.5970206,987.12331,-845.5262895,all others,0,0,14.26666667,neither,NA
XLOC_000245,0,gi|332021883|gb|EGI62219.1| Leucine-rich repeat-containing protein 70,Acromyrmex echinatior,346.4276268,92.75766233,253.6699645,-160.9123021,nurse,1,1,2.69125,both,0.1923
XLOC_000246,3.09E-88,gi|332026449|gb|EGI66577.1| Discoidin domain-containing receptor 2,Acromyrmex echinatior,154.2029076,55.93904552,98.26386207,-42.32481655,all others,1,1,2.081666667,both,0.1195
XLOC_000247,0,gi|332021939|gb|EGI62269.1| HEAT repeat-containing protein 1,Acromyrmex echinatior,1042.270875,643.4313935,398.8394817,244.5919119,all others,1,1,2.219583333,both,0.1734
XLOC_000248,3.56E-11,gi|34536049|dbj|BAC87521.1| unnamed protein product,Homo sapiens,422.5341565,250.1000927,172.4340638,77.66602888,all others,1,0,7.451666667,Sinv only,0.0502
XLOC_000250,4.64E-64,gi|307180806|gb|EFN68670.1| Trafficking protein particle complex subunit 1,Camponotus floridanus,123.5543262,28.75832959,94.79599658,-66.03766699,all others,1,1,12.37,both,0.0605
XLOC_000251,0,gi|332017488|gb|EGI58209.1| Prominin-2,Acromyrmex echinatior,354.131637,78.14351275,275.9881243,-197.8446115,all others,1,1,2.622083333,both,0.3341
XLOC_000252,NA,,,74.02554294,19.40754246,54.61800049,-35.21045803,all others,0,0,6.853333333,neither,NA
XLOC_000255,NA,,,251.8870097,115.1811391,136.7058705,-21.52473144,all others,0,0,2.498333333,neither,NA
XLOC_000256,NA,,,746.6704855,127.7108461,618.9596394,-491.2487932,all others,0,1,1.50375,Amel only,NA
XLOC_000257,0,gi|332024868|gb|EGI65056.1| ABC transporter G family member 20,Acromyrmex echinatior,1770.083736,1041.173047,728.9106887,312.2623587,all others,0,1,51.5525,Amel only,NA
XLOC_000258,NA,,,683.8469753,22.81891059,661.0280647,-638.2091542,all others,0,0,3.001666667,neither,NA
XLOC_000259,NA,,,652.7353503,334.8183488,317.9170015,16.90134726,all others,0,0,69.00791667,neither,NA
XLOC_000260,2.15E-167,gi|332022507|gb|EGI62810.1| Homeobox protein DBX1-B,Acromyrmex echinatior,140.4731544,68.00405475,72.46909964,-4.465044887,all others,1,1,1.190833333,both,0.0987
XLOC_000261,1.68E-106,gi|332031601|gb|EGI71073.1| 15-hydroxyprostaglandin dehydrogenase,Acromyrmex echinatior,503.596327,171.1639902,332.4323368,-161.2683466,nurse,1,0,329.8229167,Sinv only,0.5338
XLOC_000262,NA,,,336.9252088,181.9535809,154.9716279,26.98195304,all others,0,0,3.054583333,neither,NA
XLOC_000264,0,gi|332022467|gb|EGI62774.1| Actin-related protein 2/3 complex subunit 1A,Acromyrmex echinatior,1706.595312,854.8840738,851.7112381,3.172835693,all others,0,1,38.03875,Amel only,NA
XLOC_000265,NA,,,229.6557495,73.28883135,156.3669181,-83.07808676,all others,0,0,5.04125,neither,NA
XLOC_000266,NA,,,363.0191293,162.0542527,200.9648766,-38.91062384,all others,0,0,3.515,neither,NA
XLOC_000267,NA,,,415.2715811,224.7881615,190.4834196,34.30474194,all others,0,0,8.646666667,neither,NA
XLOC_000268,3.16E-76,gi|307171978|gb|EFN63587.1| Peripheral plasma membrane protein CASK,Camponotus floridanus,273.0608514,158.2107375,114.8501139,43.36062366,all others,1,0,3.2425,Sinv only,0.5335
XLOC_000269,0,gi|332016647|gb|EGI57512.1| Neurotrypsin,Acromyrmex echinatior,184.6468015,73.5875348,111.0592667,-37.4717319,all others,1,1,18.70333333,both,0.182
XLOC_000270,NA,,,251.7965093,101.8516774,149.944832,-48.09315457,all others,0,0,6.495833333,neither,NA
XLOC_000271,3.15E-43,gi|332017727|gb|EGI58401.1| Latrophilin-3,Acromyrmex echinatior,201.3231664,80.68961938,120.6335471,-39.94392767,all others,0,0,4.0725,neither,NA
XLOC_000272,0,gi|332022728|gb|EGI63004.1| Zinc finger protein 91,Acromyrmex echinatior,598.3353328,201.7699435,396.5653893,-194.7954458,all others,1,1,20.84666667,both,0.1306
XLOC_000273,2.81E-33,gi|332026638|gb|EGI66747.1| Putative 5-hydroxyisourate hydrolase ZK697.8,Acromyrmex echinatior,401.1459706,170.5644756,230.581495,-60.01701946,all others,0,0,1.150833333,neither,NA
XLOC_000274,NA,,,954.1842072,455.8571894,498.3270178,-42.46982845,all others,0,0,5.1075,neither,NA
XLOC_000279,5.94E-119,gi|307169665|gb|EFN62247.1| Probable rRNA-processing protein EBP2-like protein,Camponotus floridanus,756.3333004,184.6898358,571.6434647,-386.9536289,forager,1,1,6.7725,both,0.1546
XLOC_000281,NA,,,439.8317802,246.8039181,193.0278621,53.77605604,nurse,0,0,6.6925,neither,NA
XLOC_000282,0,gi|332023395|gb|EGI63640.1| UPF0469 protein KIAA0907-like protein,Acromyrmex echinatior,708.8546755,322.71293,386.1417455,-63.42881545,all others,1,1,29.98708333,both,0.1145
XLOC_000283,NA,,,1106.373215,421.2379892,685.1352261,-263.8972368,all others,0,0,6.095,neither,NA
XLOC_000284,5.04E-32,gi|332018924|gb|EGI59470.1| Serine protease snake,Acromyrmex echinatior,611.395864,364.5902045,246.8056595,117.784545,all others,0,0,1.879583333,neither,NA
XLOC_000285,4.70E-116,gi|307184872|gb|EFN71150.1| Mite allergen Der f 3,Camponotus floridanus,1030.154024,498.9912358,531.1627877,-32.17155183,all others,0,0,149.63,neither,NA
XLOC_000286,NA,,,92.17372741,21.53134268,70.64238473,-49.11104206,all others,0,0,1.34375,neither,NA
XLOC_000291,0,"gi|332030184|gb|EGI69978.1| Ribosome-releasing factor 2, mitochondrial",Acromyrmex echinatior,1461.894429,651.2303864,810.6640422,-159.4336558,all others,1,1,11.11333333,both,0.1572
XLOC_000292,2.53E-153,gi|332030183|gb|EGI69977.1| Transcription factor kayak,Acromyrmex echinatior,1060.462775,546.5787787,513.8839962,32.69478245,all others,0,1,290.7941667,Amel only,NA
XLOC_000293,1.44E-143,gi|307180228|gb|EFN68261.1| Nucleosome-remodeling factor subunit NURF301,Camponotus floridanus,1064.600156,534.8200572,529.7800984,5.039958828,all others,0,0,12.37083333,neither,NA
XLOC_000295,NA,,,1410.538716,862.6602803,547.8784354,314.7818449,all others,0,0,5.698333333,neither,NA
XLOC_000297,NA,,,462.7488063,252.9818817,209.7669245,43.21495717,all others,0,0,15.52916667,neither,NA
XLOC_000298,0,gi|332020881|gb|EGI61279.1| Inositol-tetrakisphosphate 1-kinase,Acromyrmex echinatior,1501.535632,923.3268672,578.2087651,345.1181021,all others,1,1,13.91166667,both,0.1684
XLOC_000300,7.54E-06,gi|64420365|gb|AAY41415.1| P83/100,Borrelia garinii,231.7767639,89.23980381,142.5369601,-53.29715628,all others,0,0,40.13166667,neither,NA
XLOC_000301,7.94E-53,gi|332016827|gb|EGI57636.1| Putative aminopeptidase W07G4.4,Acromyrmex echinatior,406.2418485,206.8152501,199.4265984,7.388651669,all others,0,0,1.880833333,neither,NA
XLOC_000302,NA,,,747.9062151,448.6195025,299.2867126,149.3327899,all others,1,0,8.557916667,Sinv only,0.4829
XLOC_000303,NA,,,1113.391896,793.657032,319.734864,473.922168,forager,0,0,10.09125,neither,NA
XLOC_000305,NA,,,276.4747127,109.3425912,167.1321215,-57.78953033,all others,0,0,1.184166667,neither,NA
XLOC_000306,0,gi|332030451|gb|EGI70139.1| Putative ATP-dependent RNA helicase,Acromyrmex echinatior,1194.497354,716.7318933,477.7654607,238.9664326,all others,1,1,3.18125,both,0.2643
XLOC_000307,0,gi|307177765|gb|EFN66762.1| Thyroid adenoma-associated protein,Camponotus floridanus,695.1568101,275.6804636,419.4763464,-143.7958828,all others,1,1,5.375,both,0.2213
XLOC_000308,NA,,,366.774336,95.03529054,271.7390454,-176.7037549,all others,0,0,4.525,neither,NA
XLOC_000310,4.70E-144,gi|332026149|gb|EGI66297.1| Fatty acid synthase,Acromyrmex echinatior,327.1714757,114.2973382,212.8741375,-98.57679936,nurse,0,0,15.46541667,neither,NA
XLOC_000311,1.16E-43,gi|332031580|gb|EGI71052.1| Sodium/hydrogen exchanger 3,Acromyrmex echinatior,803.5294471,174.1683951,629.361052,-455.1926569,all others,0,0,13.06375,neither,NA
XLOC_000312,NA,,,303.1802613,96.71073708,206.4695243,-109.7587872,all others,0,0,4.582083333,neither,NA
XLOC_000313,5.14E-62,gi|332027799|gb|EGI67864.1| Muscle-specific protein 20,Acromyrmex echinatior,695.4460874,130.1714302,565.2746573,-435.1032271,all others,0,0,154.2920833,neither,NA
XLOC_000314,1.10E-15,"gi|241782060|ref|XP_002400332.1| nucleolar protein, putative",Ixodes scapularis,320.9830837,144.0595418,176.9235418,-32.86399998,all others,1,0,3.57,Sinv only,0.0666
XLOC_000317,0,gi|332020757|gb|EGI61161.1| CTD small phosphatase-like protein 2,Acromyrmex echinatior,1075.152846,489.7627772,585.3900689,-95.62729169,all others,1,1,29.17583333,both,0.1422
XLOC_000318,0,gi|332017392|gb|EGI58128.1| Disintegrin and metalloproteinase domain-containing protein 11,Acromyrmex echinatior,1241.543754,579.6726029,661.8711513,-82.19854833,all others,1,1,47.38666667,both,0.1283
XLOC_000319,NA,,,464.2910557,233.0619525,231.2291032,1.832849357,all others,0,0,7.945416667,neither,NA
XLOC_000320,2.36E-16,gi|332027148|gb|EGI67241.1| Activating signal cointegrator 1 complex subunit 3,Acromyrmex echinatior,258.2954882,155.0894308,103.2060574,51.88337347,all others,0,0,4.140416667,neither,NA
XLOC_000321,NA,,,423.6305165,66.7451435,356.885373,-290.1402295,all others,0,0,1.53125,neither,NA
XLOC_000322,4.88E-86,gi|332030395|gb|EGI70102.1| Homeobox protein onecut,Acromyrmex echinatior,1161.663473,662.1843602,499.4791128,162.7052474,all others,1,1,7.182083333,both,0.0514
XLOC_000323,NA,,,526.0037993,224.2428016,301.7609977,-77.51819603,all others,0,0,2.271666667,neither,NA
XLOC_000324,NA,,,568.7102977,287.5523935,281.1579042,6.394489322,all others,0,0,14.86875,neither,NA
XLOC_000325,1.23E-16,gi|195011562|ref|XP_001983210.1| GH15769,Drosophila grimshawi,170.7975415,17.23246347,153.5650781,-136.3326146,all others,1,1,14.53583333,both,0.0741
XLOC_000326,NA,,,716.4415912,392.4638748,323.9777164,68.48615836,all others,0,0,55.14416667,neither,NA
XLOC_000327,0,gi|332017535|gb|EGI58246.1| Ubiquitin carboxyl-terminal hydrolase 8,Acromyrmex echinatior,1515.995699,824.9763125,691.0193862,133.9569263,all others,0,1,7.720416667,Amel only,NA
XLOC_000328,NA,,,491.3842231,191.7037791,299.680444,-107.9766649,all others,0,0,19.865,neither,NA
XLOC_000330,3.77E-43,gi|307178496|gb|EFN67185.1| NGFI-A-binding protein 2,Camponotus floridanus,155.4119335,45.58925566,109.8226778,-64.23342215,all others,1,0,1.069583333,Sinv only,0.0147
XLOC_000331,NA,,,216.6954359,113.7716251,102.9238108,10.84781422,forager,0,0,1.6225,neither,NA
XLOC_000332,NA,,,391.1549568,204.8323667,186.3225901,18.50977658,all others,0,0,2.52625,neither,NA
XLOC_000333,0,gi|332027049|gb|EGI67145.1| Neural cell adhesion molecule 2,Acromyrmex echinatior,249.1932995,103.8517908,145.3415087,-41.48971797,all others,1,1,6.511666667,both,0.1241
XLOC_000334,3.24E-24,gi|20502803|gb|AAM22635.1|AF434192_2 Gag and Pol,Zea mays,396.2906725,90.32366277,305.9670097,-215.6433469,all others,0,0,14.82083333,neither,NA
XLOC_000336,3.69E-67,"gi|242022144|ref|XP_002431501.1| enzymatic polyprotein, putative",Pediculus humanus corporis,71.83261062,16.22785864,55.60475198,-39.37689333,all others,0,0,3.4375,neither,NA
XLOC_000337,2.25E-64,gi|307190523|gb|EFN74520.1| Interferon regulatory factor 2-binding protein 2,Camponotus floridanus,1073.504837,561.3454771,512.15936,49.18611715,forager,1,1,43.23916667,both,0.112
XLOC_000338,0,gi|307174830|gb|EFN65124.1| Probable beta-hexosaminidase fdl,Camponotus floridanus,431.0823912,228.5010066,202.5813846,25.91962203,all others,1,1,14.7575,both,0.0541
XLOC_000341,2.17E-106,"gi|307191290|gb|EFN74937.1| Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11",Camponotus floridanus,1260.405753,776.3408676,484.064885,292.2759826,all others,1,0,13.63875,Sinv only,0.1217
XLOC_000342,NA,,,586.2626389,338.5870111,247.6756278,90.91138327,all others,0,0,1.615,neither,NA
XLOC_000343,3.67E-95,gi|332021093|gb|EGI61480.1| Calcyphosin-like protein,Acromyrmex echinatior,494.4000568,218.6990984,275.7009585,-57.00186013,all others,1,1,19.86583333,both,0.1833
XLOC_000344,7.45E-163,gi|307214955|gb|EFN89800.1| Transducin-like enhancer protein 3,Harpegnathos saltator,527.1068229,258.8422976,268.2645253,-9.42222773,forager,0,0,23.91625,neither,NA
XLOC_000345,NA,,,252.2587201,53.1427464,199.1159737,-145.9732273,all others,0,0,10.56083333,neither,NA
XLOC_000346,NA,,,569.0242069,358.9739809,210.050226,148.9237549,all others,0,0,4.127916667,neither,NA
XLOC_000347,2.09E-178,gi|332031374|gb|EGI70887.1| Protein bric-a-brac 2,Acromyrmex echinatior,537.9605274,187.3814956,350.5790318,-163.1975362,all others,1,1,2.495416667,both,0.1783
XLOC_000348,0,gi|332031372|gb|EGI70885.1| UPF0415 protein C7orf25-like protein,Acromyrmex echinatior,1241.331632,638.0584897,603.2731428,34.7853469,all others,1,1,5.73375,both,0.0896
XLOC_000350,0,gi|332027153|gb|EGI67246.1| Retinoblastoma-binding protein 6,Acromyrmex echinatior,630.8448914,299.8370568,331.0078346,-31.17077772,all others,1,0,16.985,Sinv only,0.0459
XLOC_000351,NA,,,59.08894086,18.99997564,40.08896522,-21.08898958,all others,1,0,1.005,Sinv only,0.0172
XLOC_000353,8.91E-36,gi|332029790|gb|EGI69659.1| LAMP family protein C20orf103-like protein,Acromyrmex echinatior,146.3212174,60.87142348,85.44979391,-24.57837043,all others,0,0,16.65833333,neither,NA
XLOC_000354,9.91E-26,gi|307189409|gb|EFN73819.1| Serine-arginine protein 55,Camponotus floridanus,1644.418673,990.7043915,653.7142811,336.9901103,all others,0,0,15.84416667,neither,NA
XLOC_000355,2.51E-23,gi|332016499|gb|EGI57392.1| Fibronectin type III domain-containing protein 5,Acromyrmex echinatior,360.5117275,211.5968595,148.914868,62.68199145,all others,0,0,3.524583333,neither,NA
XLOC_000357,0,gi|307200180|gb|EFN80478.1| Cuticlin-1,Harpegnathos saltator,230.914087,93.94712337,136.9669637,-43.01984029,nurse,1,1,1.347916667,both,0.0183
XLOC_000358,NA,,,182.4109572,11.91731392,170.4936433,-158.5763294,all others,0,0,2.6175,neither,NA
XLOC_000360,0,"gi|307167498|gb|EFN61071.1| 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1",Camponotus floridanus,725.4700965,117.5600814,607.9100151,-490.3499337,all others,1,1,19.34,both,0.3318
XLOC_000361,NA,,,542.1860175,180.5867892,361.5992283,-181.0124391,all others,0,0,50.84708333,neither,NA
XLOC_000362,4.28E-28,gi|307179502|gb|EFN67816.1| Calmodulin,Camponotus floridanus,463.1205751,242.4327828,220.6877923,21.7449905,all others,0,0,19.3625,neither,NA
XLOC_000364,NA,,,636.9311112,248.9931589,387.9379523,-138.9447933,nurse,0,0,11.20291667,neither,NA
XLOC_000365,NA,,,456.5268674,233.1844491,223.3424183,9.842030868,nurse,0,0,1.29625,neither,NA
XLOC_000367,1.37E-67,gi|307168589|gb|EFN61647.1| 3-oxo-5-alpha-steroid 4-dehydrogenase 3,Camponotus floridanus,307.0624051,67.22028957,239.8421155,-172.621826,all others,0,0,10.66625,neither,NA
